Contaminant Level (ppm),Population Density (people per km²),Access to Clean Water (% of Population),pH Level,Turbidity (NTU),Rainfall (mm per year),Healthcare Access Index (0-100),Region,Dissolved Oxygen (mg/L),Nitrate Level (mg/L),Temperature (°C),GDP per Capita (USD),Country,Sanitation Coverage (% of Population),Bacteria Count (CFU/mL),"Diarrheal Cases per 100,000 people"
2.06,986,86.42,7.1,4.63,2503,6.9,West,3.21,41.29,3.92,15882,Indonesia,84.94,4068,156
1.48,705,54.49,6.95,3.26,1404,45.99,West,3.41,41.8,34.98,67220,USA,25.57,1590,258
7.97,420,67.98,7.93,4.56,2927,45.82,South,7.73,41.48,7.03,80635,Indonesia,49.92,4380,316
0.63,785,59.12,7.29,4.17,2628,2.87,South,8.37,7.89,0.42,82799,Brazil,53.59,1112,434
6.87,190,32.55,7.76,3.44,722,51.39,South,7.97,1.27,17.19,98532,USA,87.75,1068,419
3.66,376,84.51,8.23,1.78,1203,73.77,Central,8.16,49.16,3.59,80796,Indonesia,60.14,2545,366
7.56,534,80.19,8.29,1.21,889,45.23,West,3.73,47.98,38.24,9307,Brazil,59.1,3649,236
9.64,183,58.62,6.69,1.11,2370,64.6,South,7.85,28.22,11.35,33703,Bangladesh,64.3,1814,74
1.15,95,89.21,6.47,4.76,678,53.24,East,4.27,49.65,8.94,38285,Indonesia,30.18,3907,473
3.14,557,67.43,6.65,4.79,759,78.52,East,3.69,38.53,10.48,52801,Brazil,65.22,3731,385
8.1,692,34.56,7.88,3.62,667,51.45,Central,8.3,25.87,11.33,67583,China,64.12,2192,28
2.66,615,48.16,6.93,4.42,2429,33.16,Central,9.23,19.47,2.5,54542,Pakistan,80.35,81,40
2.15,940,62.32,6.43,4.59,2637,82.76,North,8.02,29.64,21.6,26210,China,70.73,3706,28
8.25,956,37.24,6.25,2.56,1529,6.76,North,8.64,25.79,0.72,64978,Pakistan,96.4,3176,491
9.87,72,69.98,6.82,3.15,2503,28.95,North,9.94,49.69,29.87,41911,India,26.41,1825,99
5.57,886,38.44,6.34,2.09,1561,59.15,Central,3.94,24.52,30.71,16273,India,81.73,81,319
2.78,589,44.04,6.39,2.09,412,85.6,Central,9.76,41.8,15.99,70391,India,80.12,93,57
3.99,662,92.58,7.71,0.19,1098,7.21,Central,7.21,40.68,38.83,81193,Bangladesh,41.55,342,210
1.7,440,99.99,6.05,2.17,1520,9.61,East,8.69,3.57,31.27,16210,China,75.88,2408,137
7.62,655,68.52,6.29,3.37,2467,28.24,Central,7.55,4.35,4.92,56503,Pakistan,72.75,1854,10
7.73,667,73.38,8.11,2.11,2787,34.46,East,6.99,32.99,39.19,32071,Brazil,43.9,3999,390
8.75,383,85.82,8.11,4.36,622,84.35,North,7.93,12.96,33.8,95915,USA,77.9,1089,332
0.27,273,78.73,6.82,1.66,2975,95.89,North,5.24,32.88,28.16,88738,Brazil,94.45,623,488
5.62,178,42.77,6.22,0.66,2446,1.72,North,9.47,7.23,26.14,1211,USA,44.42,867,363
2.14,326,58.82,7.76,4.06,1414,1.54,South,3.81,19.85,24.19,45149,Nigeria,98.41,2476,188
3.41,413,67.46,6.9,3.37,328,86.48,South,5.23,5.12,39.61,22389,Brazil,37.94,3472,449
7.85,222,55.18,6.11,1.21,360,13.56,West,3.22,14.1,19.14,31804,Indonesia,30.77,170,93
1.92,577,42.33,6.39,2.68,1256,33.93,West,4.9,4.41,6.63,7939,Indonesia,26.16,1782,341
6.38,643,81.53,6.34,2.01,210,27.52,West,4.53,48.53,11.78,94409,Mexico,37.09,577,180
6.55,873,43.92,7.47,4.69,2754,28.19,South,3.35,19.75,15.01,93311,China,47.4,67,320
9.54,907,48.23,8.25,3.04,1667,32.86,South,6.44,45.06,12.66,41626,USA,78.65,1515,282
7.75,755,50.06,7.98,0.79,1977,33.6,West,6.28,48.56,1.21,39554,USA,25.76,0,390
8.04,971,41.32,7.37,2.51,1981,62.02,West,3.54,45.48,2.95,5088,China,60.58,2198,320
5.32,370,89.47,7.06,4.31,2437,62.88,Central,4.83,22.75,0.2,84539,Bangladesh,61.5,901,57
1.87,681,72.74,7.55,3.36,2038,52.29,West,9.67,38.94,27.16,8011,Mexico,38.24,4845,24
4.26,132,88.43,7.11,4.21,1624,85.85,Central,3.78,7.68,26.58,60390,Bangladesh,23.64,794,303
5.49,31,64.56,6.62,1.25,1041,84.57,East,5.14,4.74,2.73,23174,Bangladesh,38.01,2066,259
6.78,227,66.37,7.7,4.44,1807,21.72,South,3.25,43.85,12.61,57320,Bangladesh,38.43,1819,477
6.08,562,73.13,8.18,3.78,2492,54.36,West,4.04,1.56,11.32,99912,China,75.04,370,391
3.94,886,55.96,6.93,3.64,2640,78.38,South,7.9,48.62,18.14,51492,Bangladesh,38.7,2538,496
2.65,403,64.76,8.1,1.73,1306,86.69,South,5.57,33.61,14.35,77166,Indonesia,47.22,3907,212
1.68,944,68.28,7.08,4.44,1337,25.52,South,6.16,20.98,32.82,19738,India,23.79,2054,114
6.94,566,96.75,7.0,3.19,1292,49.41,East,4.1,7.07,35.31,64833,Nigeria,69.92,2596,451
6.45,270,91.8,6.07,4.26,1012,52.5,North,7.77,36.16,8.24,85634,USA,57.93,4466,187
6.87,533,39.05,7.74,1.8,306,69.96,West,8.26,28.16,4.84,58734,USA,47.6,1688,259
3.73,754,32.89,8.02,0.73,559,33.03,North,4.27,35.56,33.57,42794,Nigeria,76.23,4852,135
2.62,242,77.62,7.66,1.66,2397,29.35,North,3.31,20.9,20.06,85860,China,74.57,3321,489
7.6,297,33.44,6.38,2.28,1129,70.56,North,3.57,3.31,12.97,71862,Brazil,46.23,1138,89
7.74,507,34.22,6.26,2.67,2061,39.93,South,7.6,15.75,2.06,34987,China,76.75,2621,220
4.56,385,41.15,7.43,2.55,298,0.4,Central,3.95,15.75,24.24,68896,USA,47.86,2728,15
6.12,945,54.62,7.0,2.73,2903,93.78,South,6.46,0.43,8.31,42430,USA,37.76,1165,146
3.74,795,60.45,7.07,4.21,2168,14.96,South,4.07,0.48,1.51,44972,Nigeria,77.59,1508,384
7.02,723,66.36,8.42,0.85,1011,14.86,North,4.19,16.54,17.79,66102,Bangladesh,78.24,3841,100
8.36,841,99.46,7.81,1.58,2710,81.84,South,3.03,36.38,23.89,24785,China,89.26,4558,417
6.88,96,56.97,7.03,4.44,2037,33.55,North,5.25,31.2,6.86,20729,Pakistan,60.08,4576,476
5.13,906,46.99,6.05,2.8,2120,32.82,Central,3.63,11.95,26.06,25913,Nigeria,38.59,4918,218
4.59,894,70.27,6.09,2.92,2075,62.24,West,5.76,30.14,7.56,17810,Indonesia,86.95,523,367
6.42,702,45.06,7.71,2.39,798,5.9,North,7.18,32.37,0.83,69641,USA,33.97,2258,44
6.8,179,95.84,8.09,2.74,2549,23.7,Central,5.57,26.13,5.96,77613,Nigeria,95.09,4339,62
5.59,238,48.15,7.77,0.99,1440,5.33,West,7.94,26.07,23.48,25017,China,44.53,238,349
6.25,603,99.3,7.01,2.73,2998,29.15,East,8.19,18.49,25.41,79275,USA,21.5,1220,389
0.97,871,59.31,6.08,4.99,1807,86.99,North,7.88,6.17,34.59,99937,Brazil,34.94,768,291
9.52,220,86.89,8.42,2.83,2428,90.93,North,9.56,19.27,2.5,21886,Nigeria,53.18,234,376
7.91,502,75.38,8.47,0.22,1640,30.94,East,4.66,17.27,38.12,27465,Mexico,24.42,2760,358
3.74,687,95.34,7.37,3.98,884,18.76,East,4.33,29.6,20.88,17711,USA,52.76,4592,65
5.63,922,73.78,6.18,1.98,2439,13.53,North,7.27,42.81,9.82,63142,China,36.23,1519,118
0.47,967,70.69,7.35,0.77,2341,39.44,East,7.16,18.77,14.62,76954,India,21.52,1903,233
0.41,549,75.7,8.23,4.31,1098,82.64,South,6.57,35.49,2.23,60025,Pakistan,43.92,2234,461
2.51,31,85.05,7.7,0.99,1887,85.27,West,3.03,40.59,4.4,56670,Ethiopia,38.1,935,7
6.9,311,92.92,7.8,4.6,1171,4.59,West,6.89,10.59,35.3,71127,Bangladesh,53.58,1268,194
8.52,815,48.68,6.21,2.21,2918,20.92,West,9.53,45.08,4.24,58441,Ethiopia,80.72,818,226
5.59,41,44.06,6.27,3.71,1550,20.32,South,5.34,3.52,2.23,98812,China,60.78,3567,26
5.32,320,32.4,6.32,2.73,2031,82.84,East,9.77,45.09,23.93,65952,Indonesia,81.45,4117,289
4.02,354,55.91,8.26,1.28,1688,45.63,Central,5.5,8.18,15.31,50965,Indonesia,46.93,2115,27
1.62,889,89.23,7.31,3.36,2681,36.84,East,3.98,16.86,16.24,13763,India,21.05,2439,158
1.18,146,34.89,7.98,4.79,529,95.66,North,5.79,30.26,4.81,67014,Bangladesh,93.77,3387,144
7.61,493,67.7,6.29,3.85,2774,92.54,West,6.46,45.28,1.77,63611,Mexico,45.18,1088,466
9.28,955,78.64,8.32,3.02,1342,44.01,East,7.41,12.79,34.63,20607,India,62.15,1827,233
4.58,521,88.58,8.05,4.95,220,12.83,Central,6.53,38.18,15.58,84510,Ethiopia,57.54,4824,107
6.59,814,70.84,6.56,1.33,2268,17.1,North,6.76,35.52,4.4,11868,India,66.65,2588,378
9.14,586,43.04,8.19,0.31,515,11.21,South,3.17,7.99,8.01,92459,Ethiopia,90.8,2615,438
0.9,870,97.52,6.66,0.16,817,68.05,South,4.78,23.97,4.12,85522,USA,89.38,1873,202
7.7,600,36.63,6.51,3.55,944,55.47,Central,5.17,24.08,19.12,20637,Indonesia,98.48,4307,264
6.17,437,83.83,6.66,4.15,1288,55.66,North,9.91,15.23,32.14,7430,USA,62.27,1773,477
5.99,325,36.06,8.27,3.18,348,9.84,West,5.07,39.0,15.74,35056,Pakistan,93.8,199,312
2.93,776,40.04,8.29,4.53,1406,79.33,East,9.28,46.3,24.8,83662,Bangladesh,58.6,177,300
6.84,934,92.88,6.82,3.49,481,53.56,North,5.13,35.83,27.02,10699,Mexico,23.55,930,389
7.95,862,82.72,7.76,1.85,312,9.1,South,3.67,48.65,28.48,41572,Ethiopia,31.7,3736,397
1.13,72,55.59,7.69,0.91,1436,74.71,Central,4.73,2.52,24.22,48335,Mexico,46.72,2036,414
5.34,597,74.71,8.02,4.62,1269,98.13,Central,4.91,1.86,22.16,37034,Ethiopia,78.04,1485,437
1.01,291,62.01,6.74,0.52,2693,44.12,East,9.85,44.69,19.14,52983,China,26.51,2091,10
8.73,822,34.66,7.28,2.71,1293,11.57,Central,7.72,44.89,18.94,6655,India,48.92,4263,324
5.08,872,80.48,7.67,1.57,2429,10.14,Central,9.52,5.36,13.32,12234,Pakistan,98.59,2384,94
8.08,44,83.43,6.07,1.36,1396,2.59,North,8.84,17.87,20.18,67399,Indonesia,82.85,4088,129
3.68,599,91.76,6.94,3.23,1180,77.04,West,7.05,41.77,19.16,11611,Ethiopia,65.76,4681,102
1.25,384,67.84,7.74,1.16,2557,69.4,East,7.73,6.43,12.78,94607,Mexico,24.94,1915,272
0.41,272,77.12,6.63,4.58,1446,58.42,North,7.37,13.37,12.05,43753,Pakistan,21.17,15,485
2.82,972,60.66,8.39,2.03,2163,76.56,West,7.66,34.05,17.84,48877,Brazil,28.42,2934,109
2.44,62,52.32,6.08,3.39,542,99.93,North,4.85,49.09,32.12,39920,Brazil,46.17,836,291
5.6,818,58.82,8.4,3.64,2855,40.18,North,5.86,39.86,9.91,12651,USA,68.51,2157,130
0.22,525,93.82,6.54,3.41,1343,70.58,Central,7.15,38.87,33.82,16751,Indonesia,35.8,1576,190
5.21,523,41.49,6.12,4.52,2795,37.72,West,3.25,17.13,28.96,71668,China,24.09,305,298
3.92,300,47.39,6.73,1.16,2281,35.21,East,6.38,33.07,10.48,3932,Mexico,27.27,2053,92
5.77,938,72.43,7.97,0.43,2171,85.09,East,9.02,5.65,0.55,16574,India,54.14,2890,288
7.02,494,38.14,7.88,0.28,589,57.48,West,6.45,49.61,3.07,96799,India,81.85,3344,205
6.34,882,92.43,6.52,4.39,488,12.06,Central,6.87,24.03,35.31,38706,Mexico,85.69,4456,357
9.85,443,33.31,6.49,4.87,1170,40.35,South,4.41,31.94,32.28,15442,Bangladesh,43.28,1208,28
1.38,662,82.87,7.61,1.51,766,79.66,North,8.56,43.81,15.18,81689,China,73.08,1858,406
4.3,124,56.16,7.15,3.47,2782,94.0,Central,5.51,0.05,2.47,23536,Pakistan,51.42,2703,186
4.25,124,33.58,7.98,0.04,964,61.44,West,9.7,48.8,32.45,6393,Ethiopia,97.8,1971,336
4.17,784,89.0,6.06,0.94,755,39.42,North,9.96,17.96,10.21,18233,Bangladesh,52.4,1113,176
6.64,133,74.83,7.53,3.45,1323,25.2,East,9.41,16.98,38.12,95984,Ethiopia,51.67,983,438
4.9,771,30.62,7.83,0.33,1251,42.2,South,3.59,7.25,20.92,66343,Ethiopia,60.13,3310,330
5.17,304,48.73,8.48,2.34,775,56.57,East,5.33,42.91,28.61,10038,Bangladesh,22.04,4001,155
4.32,888,54.64,7.7,3.31,1015,0.44,West,9.62,43.54,18.47,14419,USA,53.43,2771,245
9.92,612,52.58,6.58,3.83,2562,26.87,North,8.63,1.0,1.11,91478,Brazil,86.3,3152,198
9.28,570,64.88,6.27,2.27,1178,67.15,West,9.38,2.79,2.53,56707,Ethiopia,68.97,2162,108
3.08,396,66.88,7.6,3.15,2050,67.32,North,7.01,45.92,39.04,8309,Bangladesh,97.55,2127,359
1.12,282,57.77,7.31,2.7,882,65.3,Central,6.36,6.14,16.49,64023,Bangladesh,46.05,3639,71
8.4,674,53.22,8.25,0.26,2900,94.99,South,3.75,31.05,7.33,46266,Nigeria,32.92,4274,488
9.97,391,65.31,7.82,3.71,2802,56.85,Central,8.88,30.98,28.81,30486,USA,80.05,560,220
2.93,231,32.35,7.27,0.86,1463,26.97,Central,8.22,43.49,35.29,24593,Indonesia,23.49,1809,280
3.58,151,75.16,7.01,0.16,980,81.16,West,3.41,28.63,10.68,32160,Nigeria,32.76,4387,390
9.42,230,72.42,7.01,2.26,703,38.94,South,4.47,21.7,22.84,41377,Nigeria,60.56,2932,376
7.11,782,49.55,6.57,4.33,1642,23.93,North,6.9,48.72,9.82,42972,Mexico,80.28,290,213
2.96,208,42.57,6.04,0.75,2978,55.67,North,7.79,11.44,32.9,81332,Brazil,68.08,4637,456
5.81,92,35.11,7.44,0.06,604,28.9,East,3.96,13.14,3.47,2783,Bangladesh,99.59,1909,74
9.44,938,71.11,6.53,0.55,2959,39.62,North,4.71,4.24,14.9,31580,Brazil,72.4,4689,417
8.12,222,69.82,6.52,1.82,2097,69.32,West,4.35,48.77,15.2,25018,China,78.0,1428,474
7.42,512,67.33,6.31,2.9,2401,99.59,Central,4.54,35.32,25.48,20662,Mexico,99.51,947,241
7.37,316,98.99,6.47,0.97,2461,64.47,Central,9.44,0.6,7.13,25943,Indonesia,67.4,2527,149
1.78,734,67.21,6.08,4.01,1582,27.65,Central,8.01,35.22,19.0,1882,Brazil,77.17,1348,322
8.25,387,80.53,7.69,3.77,2745,9.05,South,8.16,20.21,22.08,86034,India,43.87,380,177
2.76,282,37.9,7.0,3.48,1979,36.2,North,8.56,48.38,35.64,93474,Ethiopia,62.94,1704,175
9.3,647,50.93,7.4,2.44,1570,1.93,West,5.5,13.87,21.07,89515,China,92.96,309,103
3.65,992,49.28,7.59,1.83,2589,46.48,South,8.37,35.51,5.28,75211,USA,88.27,3414,118
8.58,70,70.32,8.43,1.88,2670,66.0,East,9.85,31.37,4.05,60249,Indonesia,44.5,1498,199
2.66,356,53.16,6.17,2.52,1662,51.18,West,7.89,0.6,36.97,25193,China,48.58,2894,69
5.15,40,74.87,7.04,0.39,2491,86.53,West,5.92,44.26,39.19,35794,Ethiopia,87.71,660,56
1.07,536,78.31,6.61,3.41,1906,49.41,West,8.01,6.98,6.68,48280,Mexico,42.77,3447,408
6.6,369,32.36,7.19,1.76,753,46.24,Central,9.31,33.18,30.05,60004,Ethiopia,91.01,2273,65
8.36,561,74.78,8.3,1.12,2177,30.97,West,3.9,38.78,10.03,91830,Nigeria,81.9,1497,399
7.18,330,38.18,7.81,1.39,2772,83.76,North,4.86,31.55,33.32,90239,Ethiopia,32.19,2072,57
5.23,285,62.56,7.65,0.9,2003,90.36,West,9.44,4.86,3.86,83463,Nigeria,77.58,3436,116
0.45,754,80.86,7.1,4.51,915,97.79,Central,9.62,48.76,17.48,32529,Mexico,86.75,2142,424
9.33,427,79.23,7.68,0.85,399,98.12,West,6.39,11.84,23.84,84925,Pakistan,31.55,4660,306
7.05,842,50.99,6.08,4.41,1208,98.04,East,5.62,31.39,34.1,45274,Nigeria,56.59,1605,20
7.46,809,49.07,7.47,2.86,1423,71.2,East,4.98,39.86,34.27,77747,USA,89.01,4739,78
7.95,249,60.82,7.38,4.34,1516,56.27,Central,6.49,46.96,7.37,24642,Ethiopia,35.89,1431,311
7.48,159,43.21,6.87,2.37,2527,17.23,North,9.54,30.2,38.68,69192,Ethiopia,55.93,1950,353
4.41,71,98.23,6.5,4.64,1367,76.71,North,4.05,12.95,25.54,82995,USA,69.02,3922,46
7.34,742,54.14,8.02,1.06,1803,73.49,South,5.94,41.83,26.35,28421,India,27.78,458,373
6.25,438,94.61,6.13,2.77,1537,84.24,Central,9.38,8.16,35.56,11539,Bangladesh,36.96,2948,170
8.54,260,93.58,6.17,0.63,1192,46.25,West,5.44,1.11,12.81,99206,Pakistan,57.34,337,83
8.02,20,55.54,7.1,2.24,2300,89.24,Central,8.38,45.41,16.61,74480,Indonesia,49.89,3943,107
0.41,426,47.79,6.63,2.85,2621,71.87,South,5.72,28.77,39.4,2129,Nigeria,45.98,2013,286
3.79,559,83.96,7.86,3.03,235,17.11,Central,8.63,3.48,0.66,24852,USA,22.11,4020,270
0.35,586,46.06,7.59,1.83,2859,20.69,Central,9.87,28.99,34.69,48992,Mexico,94.23,344,175
1.02,200,66.49,7.93,0.38,1364,81.43,South,5.71,7.25,33.7,21707,Nigeria,89.71,4671,317
6.01,559,37.75,6.81,3.28,1146,42.57,North,8.92,1.57,10.5,12023,Bangladesh,51.41,942,475
8.74,776,57.02,7.85,2.44,2935,24.9,West,9.92,5.83,32.87,30629,Mexico,34.51,345,69
1.2,466,35.47,8.16,0.68,1411,42.26,South,9.89,38.76,13.21,70079,China,25.52,3894,386
4.51,278,49.84,6.86,4.68,917,16.14,East,6.04,37.78,25.16,35927,Ethiopia,29.86,3319,165
9.11,953,76.57,6.85,4.78,817,89.17,North,6.4,30.22,17.88,71277,China,68.16,3695,342
8.14,510,99.39,8.25,4.28,2860,7.15,East,5.12,10.47,4.05,16503,Nigeria,78.71,324,57
5.2,253,47.84,6.12,4.22,822,35.32,North,5.2,36.95,35.81,47096,Bangladesh,32.51,2138,450
7.72,289,63.13,6.88,0.49,2701,55.69,West,6.45,20.4,21.81,4316,Pakistan,29.02,4389,244
5.23,813,61.36,6.3,4.97,378,87.36,West,4.4,25.54,19.27,19610,Nigeria,75.29,3612,44
1.58,157,42.89,6.07,2.0,1237,78.15,Central,7.98,44.88,35.18,66604,USA,61.36,523,171
1.25,564,72.7,6.28,0.82,882,2.24,East,6.75,22.89,13.12,46098,Brazil,49.75,2897,263
1.88,118,80.73,7.08,4.06,1888,82.52,North,9.29,31.32,22.81,62458,Nigeria,78.0,3740,382
3.51,450,40.31,7.72,1.13,2281,63.81,West,8.67,48.09,35.29,63999,Ethiopia,56.45,258,65
9.31,458,83.0,6.72,2.63,909,13.33,South,5.26,22.57,13.72,4605,Ethiopia,57.21,1110,326
8.0,965,79.01,8.12,0.64,2175,61.75,West,6.54,28.04,31.74,70090,Nigeria,21.26,820,188
4.33,108,43.81,7.09,2.37,2757,81.79,South,8.25,29.22,20.57,93298,Mexico,45.28,2788,272
4.93,564,75.43,8.42,2.79,2435,60.21,North,4.35,12.04,6.31,90297,Brazil,20.4,4664,70
2.66,861,57.56,8.39,2.23,2997,99.91,West,3.22,36.85,1.62,20882,USA,93.91,4604,352
7.04,113,77.68,7.93,0.35,2039,50.7,West,8.97,36.33,29.07,98940,Nigeria,43.52,1563,35
8.03,202,64.73,8.33,2.42,527,67.31,North,3.96,10.68,10.48,21670,Mexico,34.44,4620,238
2.39,636,33.37,7.77,2.34,916,7.04,West,9.23,0.67,32.63,30795,Ethiopia,27.27,1207,67
0.42,55,85.09,8.24,1.31,2538,81.32,South,9.4,49.95,7.56,92035,Ethiopia,23.73,308,107
6.24,583,68.89,6.59,4.61,2344,62.41,West,6.22,29.08,22.71,97198,Bangladesh,90.88,1839,207
5.63,635,80.74,6.86,2.09,2100,56.12,East,8.65,9.05,3.74,51117,Nigeria,33.48,3352,276
4.02,207,38.83,7.88,4.32,691,70.88,Central,5.54,14.18,29.43,38039,Brazil,69.4,1383,209
6.44,773,80.49,7.06,0.55,1000,56.05,South,9.01,30.89,30.63,18420,India,72.1,2306,301
5.51,114,58.96,8.09,1.59,314,76.65,East,8.77,6.88,36.66,35592,Brazil,45.4,1180,429
2.51,931,85.95,8.19,0.88,509,58.35,North,3.55,1.86,22.45,42839,Ethiopia,86.66,2472,347
3.98,38,71.94,6.75,2.04,2798,52.01,South,7.08,39.92,4.26,75160,Ethiopia,37.12,2686,106
4.28,178,54.84,8.06,0.56,1415,13.5,Central,7.48,35.79,33.11,12537,China,25.72,2967,379
8.8,536,44.13,6.39,2.21,1901,47.18,Central,3.01,15.48,12.56,73296,Ethiopia,25.48,4445,15
9.61,643,87.11,6.84,1.77,1005,53.82,North,9.86,2.92,35.98,40052,USA,44.03,960,238
8.93,878,69.21,7.29,1.12,2832,62.46,North,5.85,24.31,39.11,14946,Indonesia,57.06,3456,405
7.19,540,99.12,6.57,3.21,311,45.59,South,6.62,13.81,5.3,75295,Nigeria,70.35,437,389
5.85,897,56.14,7.45,4.75,2092,14.66,West,4.36,19.89,3.32,28014,Brazil,78.3,455,221
6.89,466,78.0,7.45,1.04,1526,15.04,North,7.28,13.7,35.9,82630,Indonesia,34.3,3817,439
9.39,498,73.6,6.52,3.56,2117,72.1,West,8.67,8.76,35.96,11082,Mexico,74.71,1569,255
2.5,452,74.63,7.99,3.71,2824,66.14,East,7.1,19.35,23.41,57178,India,34.6,1103,300
5.35,346,81.59,7.58,2.49,2603,25.95,Central,8.52,48.24,35.52,48958,USA,99.78,1618,441
6.9,617,39.74,6.79,4.49,2033,44.59,West,8.12,13.31,37.22,93418,Brazil,96.73,3612,411
6.79,805,68.48,6.58,4.83,1325,30.7,Central,4.66,16.8,22.22,90843,Indonesia,28.19,1512,144
2.52,408,65.64,8.2,1.81,1790,18.1,West,6.05,16.46,27.46,17687,India,72.41,4738,163
5.87,195,53.98,8.09,3.26,514,32.62,East,4.04,24.01,24.54,59037,China,92.26,391,11
7.96,574,60.53,6.57,3.31,2441,26.27,North,3.29,42.18,6.98,61319,USA,26.46,2621,49
4.75,307,66.32,6.09,2.02,2173,8.24,East,3.44,20.11,17.45,84987,USA,29.92,920,314
7.93,933,52.46,8.01,1.58,2042,50.45,North,9.6,40.31,27.26,19031,China,47.76,2457,359
3.6,850,50.52,7.54,4.67,1630,45.09,North,9.89,5.75,24.41,39664,Nigeria,27.66,3600,11
9.39,612,81.68,6.25,3.95,1515,71.46,Central,3.66,44.75,8.6,60199,China,90.85,4508,483
5.34,540,34.68,7.47,0.57,1407,62.03,East,5.35,9.27,36.39,81165,USA,90.04,1788,189
5.96,464,51.91,7.13,0.6,1863,34.34,West,3.8,1.96,31.36,77078,USA,95.9,260,295
0.31,482,75.76,7.94,4.61,2772,49.63,East,8.84,7.92,2.74,67759,Indonesia,36.4,2013,92
1.7,999,44.61,6.52,0.41,1178,53.61,Central,6.47,9.54,13.76,50798,Ethiopia,23.63,1335,129
6.33,86,70.06,7.13,3.44,810,91.75,North,7.35,25.43,39.82,81631,India,55.57,334,348
4.2,651,51.15,6.39,1.13,1689,98.17,Central,6.78,22.5,15.59,88784,China,90.44,2779,477
5.08,667,89.03,8.39,0.18,2899,81.55,South,7.97,35.79,26.54,91443,India,71.08,803,483
0.63,254,54.5,7.95,0.3,403,56.21,South,5.23,2.55,4.03,28837,China,99.87,2437,363
8.34,433,46.07,7.84,1.87,2652,92.81,West,3.96,24.89,12.44,74630,Mexico,92.45,2807,408
7.85,702,67.11,7.73,0.39,1599,17.81,Central,3.12,16.62,35.28,88734,USA,51.42,940,340
1.85,145,39.5,7.06,2.98,2467,69.65,West,6.12,31.54,20.42,38863,Ethiopia,23.16,3163,213
6.34,733,85.82,8.31,3.24,1572,46.05,West,9.35,2.18,33.0,75845,Indonesia,20.41,902,329
8.18,146,77.6,6.18,1.87,1646,14.47,South,5.14,1.75,0.31,94721,Ethiopia,71.54,3432,382
6.41,214,83.94,8.01,3.71,1456,7.52,West,4.37,21.36,26.65,49630,Ethiopia,93.26,1268,286
3.1,893,57.92,6.54,2.45,2547,48.07,South,9.48,40.57,12.0,769,Ethiopia,55.54,23,174
6.56,670,88.45,6.81,2.15,1210,23.9,North,3.74,33.55,34.43,79401,India,89.94,4652,443
2.1,869,64.55,7.3,2.03,1894,25.05,Central,3.36,0.84,37.76,57232,China,65.34,2748,200
3.18,565,36.63,7.96,2.16,1119,32.02,West,9.16,8.92,27.5,83574,Pakistan,27.84,2450,104
2.4,69,45.68,8.1,4.84,2673,71.84,South,7.91,11.34,5.84,56667,Mexico,83.87,1396,230
5.57,848,79.77,7.46,3.41,2882,16.41,East,5.95,21.15,18.72,96504,Brazil,59.41,3357,97
1.08,258,92.75,7.01,1.58,1177,71.76,West,8.27,29.34,18.58,24784,Ethiopia,24.09,3904,102
9.33,424,36.66,8.37,3.67,433,78.27,North,8.19,10.82,33.21,33244,Nigeria,85.17,2488,40
3.34,894,90.5,6.62,1.65,2337,59.45,North,3.28,19.13,18.42,22520,India,80.61,3666,433
2.19,647,85.93,8.01,0.63,2907,24.76,East,7.73,29.2,13.31,7272,Indonesia,56.58,1757,150
4.97,992,54.96,7.53,2.38,2127,5.15,South,7.49,19.17,24.45,52403,Brazil,21.56,4977,267
2.77,406,78.25,6.94,3.76,954,40.79,West,9.75,7.16,25.88,39326,Pakistan,47.75,1878,326
5.35,54,43.09,6.0,1.89,1640,84.74,South,9.77,24.58,32.4,70558,Nigeria,54.8,2532,351
3.49,11,86.94,7.12,4.35,2699,10.19,North,5.64,16.2,36.02,2663,Pakistan,33.23,3514,466
1.32,171,76.01,6.69,1.93,2157,74.48,South,7.13,43.21,35.6,51935,Brazil,32.87,3773,277
2.66,206,60.72,6.26,1.75,1693,46.79,North,3.99,38.78,25.07,55808,Ethiopia,33.36,2078,55
4.38,715,90.52,6.19,4.99,1131,89.88,South,3.47,9.51,20.97,81613,Nigeria,49.65,4661,15
0.3,839,39.75,6.87,2.41,247,35.62,East,6.03,7.63,32.05,4663,Pakistan,85.4,2057,441
7.71,568,89.2,7.54,4.03,2470,70.47,Central,7.83,17.38,12.27,44250,Indonesia,80.75,677,455
6.22,235,31.67,8.09,4.02,1871,74.01,East,6.97,20.61,30.32,15672,China,20.81,4946,221
6.01,11,82.72,6.46,4.63,2960,19.87,East,6.01,46.6,20.24,37754,USA,20.77,2974,178
5.46,221,70.14,7.06,0.42,665,15.81,Central,8.73,15.08,4.95,59995,China,26.22,284,133
5.9,977,78.77,6.98,1.36,2218,9.27,Central,8.56,43.38,30.11,80331,Brazil,57.33,2200,257
9.35,736,58.86,7.28,3.84,1283,70.16,West,8.12,25.27,25.94,79773,India,91.11,4466,61
0.09,302,90.51,8.02,2.81,1503,54.82,West,3.54,44.28,3.3,11353,USA,34.58,1840,481
0.48,89,51.92,7.38,2.8,2264,8.67,East,8.58,35.1,18.01,58616,Mexico,58.14,1878,476
1.91,128,49.25,8.12,0.83,878,30.83,East,9.44,35.42,19.46,43426,Indonesia,23.26,1610,487
